brand,description,image_url,origin,price,price_per_unit,promo_price,shelter_child,shelter_parent,url
,Porc : sauté Origine France - 600g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727877&use=l&cat=p&typeid=i,,5.22 €,8.70 € / kg,5.22 €,Porc,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7307-Porc-saute.aspx
,Porc : Escalope de jambon x4 Origine France - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727865&use=l&cat=p&typeid=i,,5.14 €,12.85 € / kg,5.14 €,Porc,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27058-Porc-Escalope-de-jambon-x4.aspx
,Porc : Poitrine tranchée x4 Origine France - 400 g,https://fd4-photos.leclercdrive.fr/image.ashx?id=727845&use=l&cat=p&typeid=i,,4.16 €,10.40 € / kg,4.16 €,Porc,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27496-Porc-Poitrine-tranchee-x4.aspx
Férial,Poitrine Méxicaine Férial x6 -  480g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1408013&use=l&cat=p&typeid=i,,4.35 €,9.06 € / kg,4.35 €,Porc,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20936-Poitrine-Mexicaine-Ferial.aspx
,Carré de porc désossé x10  Viande de Porc Francaise - 440g,https://fd4-photos.leclercdrive.fr/image.ashx?id=950580&use=l&cat=p&typeid=i,,4.50 €,10.23 € / kg,4.50 €,Porc,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-51937-Carre-de-porc-desosse-x10-.aspx
Férial,Porc : Paupiette Férial x6 780g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010375&use=l&cat=p&typeid=i,,5.69 €,7.29 € / kg,5.69 €,Porc,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18347-Porc-Paupiette-Ferial-x6.aspx
Bio Village,Steak haché Bio Village 5%mg - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072046&use=l&cat=p&typeid=i,,3.40 €,17.00 € / kg,3.40 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26464-Steak-hache-Bio-Village.aspx
Bio Village,Steak haché Bio Village 15%mg - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072049&use=l&cat=p&typeid=i,,3.15 €,15.75 € / kg,3.15 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26465-Steak-hache-Bio-Village.aspx
Bio Village,Steak haché Bio Village 15 % mg façon bouchère - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072043&use=l&cat=p&typeid=i,,3.27 €,13.08 € / kg,3.27 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27365-Steak-hache-Bio-Village-15-mg.aspx
Charal,Steak haché 15%mg Bio Charal  Viande bovine - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1577658&use=l&cat=p&typeid=i,,3.35 €,16.75 € / kg,3.35 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3916-Steak-hache-15mg-Bio-Charal-.aspx
Charal,Steak haché 5%mg Charal Façon bouchère Bio x2 - 240g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1608737&use=l&cat=p&typeid=i,,4.65 €,19.38 € / kg,4.65 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55319-Steak-hache-5mg-Charal.aspx
,Steak haché Bio 15%mg Sourires de Campagne - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1624605&use=l&cat=p&typeid=i,,3.44 €,13.76 € / kg,3.44 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48456-Steak-hache-Bio-15mg.aspx
,Steak haché Ferial Façon bouchère VBF - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092595&use=l&cat=p&typeid=i,,2.99 €,11.96 € / kg,2.99 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-49055-Steak-hache-Ferial.aspx
Férial,Steak haché 5%mg Férial façon bouchère VBF 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092607&use=l&cat=p&typeid=i,,3.15 €,12.60 € / kg,3.15 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27108-Steak-hache-5mg-Ferial.aspx
Férial,Steak haché Férial  5%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1219195&use=l&cat=p&typeid=i,,4.95 €,12.38 € / kg,4.95 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16767-Steak-hache-Ferial.aspx
Férial,Steak haché Férial  5%mg - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1219189&use=l&cat=p&typeid=i,,3.13 €,12.52 € / kg,3.13 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16744-Steak-hache-Ferial-.aspx
Férial,Steak haché Férial  15%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1219198&use=l&cat=p&typeid=i,,4.42 €,11.05 € / kg,4.42 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-28424-Steak-hache-Ferial-.aspx
Férial,Steak haché FB Char Férial 12%mg - 100MVBF - 4x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092619&use=l&cat=p&typeid=i,,5.18 €,10.36 € / kg,5.18 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58645-Steak-hache-FB-Char-Ferial.aspx
Férial,Steak haché 15mg Férial Façon bouchère - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092610&use=l&cat=p&typeid=i,,2.63 €,10.52 € / kg,2.63 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27109-Steak-hache-15mg-Ferial.aspx
Férial,Steak haché Férial 15%mg - 8x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1276281&use=l&cat=p&typeid=i,,6.91 €,8.64 € / kg,6.91 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16742-Steak-hache-Ferial.aspx
Férial,Steak haché Férial pur boeuf 5%mg 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092866&use=l&cat=p&typeid=i,,3.09 €,12.36 € / kg,3.09 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16765-Steak-hache-Ferial-pur-boeuf.aspx
Férial,Steak haché Férial 5%mg 4x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=810606&use=l&cat=p&typeid=i,,5.75 €,11.50 € / kg,5.75 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16739-Steak-hache-Ferial.aspx
Férial,Spécial maxi burger Férial VBF - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072058&use=l&cat=p&typeid=i,,3.72 €,9.30 € / kg,3.72 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55798-Special-maxi-burger-Ferial.aspx
Férial,Le spécial burger Férial VBF - 4x80g ,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072055&use=l&cat=p&typeid=i,,2.99 €,9.34 € / kg,2.99 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55790-Le-special-burger-Ferial.aspx
Charal,Steak haché Charal 5%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1599105&use=l&cat=p&typeid=i,,5.95 €,14.88 € / kg,5.95 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-2905-Steak-hache-Charal.aspx
Charal,Steak haché Charal 15%mg - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1607153&use=l&cat=p&typeid=i,,5.20 €,13.00 € / kg,5.20 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-2906-Steak-hache-Charal.aspx
Charal,Steak haché 15%mg Charal Viande bovine - 2x130g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1600095&use=l&cat=p&typeid=i,,3.53 €,13.58 € / kg,3.53 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3915-Steak-hache-15mg-Charal.aspx
Charal,Steak haché Charal 5%mg - 2x130g,https://fd4-photos.leclercdrive.fr/image.ashx?id=652359&use=l&cat=p&typeid=i,,3.87 €,14.88 € / kg,3.87 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3914-Steak-hache-Charal.aspx
Charal,Steak haché Charal Façon bouchère 5%mg - 2x125g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1578672&use=l&cat=p&typeid=i,,3.22 €,12.88 € / kg,3.22 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27420-Steak-hache-Charal.aspx
Charal,Steak tartare 5%mg Charal Viande bovine 180g+70g de sauce,https://fd4-photos.leclercdrive.fr/image.ashx?id=1641359&use=l&cat=p&typeid=i,,3.82 €,15.28 € / kg,3.82 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-10405-Steak-tartare-5mg-Charal.aspx
Férial,Haché de porc Férial VPF x2 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1104496&use=l&cat=p&typeid=i,,1.65 €,7.50 € / kg,1.65 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-42113-Hache-de-porc-Ferial.aspx
Férial,Haché de veau Férial Façon bouchère VVF 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1297759&use=l&cat=p&typeid=i,,2.85 €,14.25 € / kg,2.85 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-42111-Hache-de-veau-Ferial.aspx
Tendriade,Haché de veau Tendriade 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1580517&use=l&cat=p&typeid=i,,3.50 €,17.50 € / kg,3.50 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-10613-Hache-de-veau-Tendriade.aspx
Férial,Viande bovine hachée Férial Origine France - 5%mg - 350g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092631&use=l&cat=p&typeid=i,,4.19 €,11.97 € / kg,4.19 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16741-Viande-bovine-hachee-Ferial.aspx
,Viande hachée Ferial Charolais 12%mg - 350g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1276278&use=l&cat=p&typeid=i,France,3.91 €,11.17 € / kg,3.91 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-53187-Viande-hachee-Ferial.aspx
Férial,Viande bovine hachée Férial Origine France - 15%mg - 350g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1403484&use=l&cat=p&typeid=i,,3.37 €,9.63 € / kg,3.37 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16747-Viande-bovine-hachee-Ferial.aspx
Férial,Viande bovine hachée Férial Origine France - 15%mg - 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092634&use=l&cat=p&typeid=i,,4.80 €,9.60 € / kg,4.80 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16737-Viande-bovine-hachee-Ferial.aspx
Férial,Viande bovine hachée Férial Origine France - 20%mg - 700g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1092637&use=l&cat=p&typeid=i,,6.52 €,9.31 € / kg,6.52 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16766-Viande-bovine-hachee-Ferial.aspx
Férial,Porc Férial + Viande Bovine : Boulette nature x12 - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1413054&use=l&cat=p&typeid=i,,2.58 €,8.60 € / kg,2.58 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18754-Porc-Ferial-Viande-Bovine-.aspx
Férial,Viande Bovine + Porc Férial : Boulette provençale x12 - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1413057&use=l&cat=p&typeid=i,,2.97 €,9.90 € / kg,2.97 €,Viande hachée et Farce,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18723-Viande-Bovine-Porc-Ferial-.aspx
,Saucisse Chipolatas Bio x5 - VPF - 275g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072073&use=l&cat=p&typeid=i,,3.96 €,14.40 € / kg,3.96 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55810-Saucisse-Chipolatas-Bio.aspx
Férial,Chipolatas Férial 6x - 55g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1508917&use=l&cat=p&typeid=i,,2.83 €,8.58 € / kg,2.83 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18218-Chipolatas-Ferial.aspx
Socopa,Chipolatas superieure Socopa Sous atmosphère x6 - 330g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1598258&use=l&cat=p&typeid=i,,2.95 €,8.94 € / kg,2.95 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-32843-Chipolatas-superieure-Socopa.aspx
Bigard,Chipolatas label rouge Bigard x6 - 330g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1630566&use=l&cat=p&typeid=i,,3.55 €,10.76 € / kg,3.55 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20982-Chipolatas-label-rouge-Bigard.aspx
,Chipolatas boyau naturel - VPF x24 - ,https://fd4-photos.leclercdrive.fr/image.ashx?id=1429689&use=l&cat=p&typeid=i,,8.03 €,6.69 € / kg,8.03 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-84353-Chipolatas-boyau-naturel---VPF.aspx
,Saucisse Tendre Et Plus Aux herbes x6 - 330g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1588797&use=l&cat=p&typeid=i,,2.30 €,6.97 € / kg,2.30 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-46230-Saucisse-Tendre-Et-Plus.aspx
Bio Village,Saucisses Bio Village De toulouse - x3,https://fd4-photos.leclercdrive.fr/image.ashx?id=1295267&use=l&cat=p&typeid=i,,5.32 €,1.77 € / p,5.32 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-78967-Saucisses-Bio-Village.aspx
Bigard,Saucisse de Toulouse Bigard Label rouge enroulée - 500g,https://fd4-photos.leclercdrive.fr/image.ashx?id=643716&use=l&cat=p&typeid=i,,5.30 €,10.60 € / kg,5.30 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-29285-Saucisse-de-Toulouse-Bigard.aspx
Férial,Saucisse de Toulouse Férial 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=836639&use=l&cat=p&typeid=i,,6.92 €,6.92 € / kg,6.92 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20859-Saucisse-de-Toulouse-Ferial.aspx
,Merguez Bio x5 - 275g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072076&use=l&cat=p&typeid=i,,4.37 €,15.89 € / kg,4.37 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-55805-Merguez-Bio.aspx
Férial,Merguez Férial x6 - 330g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1100071&use=l&cat=p&typeid=i,,3.04 €,9.21 € / kg,3.04 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18219-Merguez-Ferial.aspx
,Merguez - Boyau naturel Origine France - x20 - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1426375&use=l&cat=p&typeid=i,,8.60 €,8.60 € / kg,8.60 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-84355-Merguez---Boyau-naturel.aspx
,Saucisses aux herbes Ferial Avec Chipolata,https://fd4-photos.leclercdrive.fr/image.ashx?id=1056487&use=l&cat=p&typeid=i,,2.82 €,8.55 € / kg,2.82 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-53190-Saucisses-aux-herbes-Ferial.aspx
Férial,Brochette 3 Boeuf Férial 4 porc - 665g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1413072&use=l&cat=p&typeid=i,,8.25 €,12.41 € / kg,8.25 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25981-Brochette-3-Boeuf-Ferial.aspx
Férial,Plateau brochettes porc Férial Mini chipo merguez - 680g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1411032&use=l&cat=p&typeid=i,,6.99 €,10.28 € / kg,6.99 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25983-Plateau-brochettes-porc-Ferial.aspx
,Brochette porc Tendre Et Plus Extra tendre x4 - 320g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1603250&use=l&cat=p&typeid=i,,3.69 €,11.53 € / kg,3.69 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48468-Brochette-porc-Tendre-Et-Plus.aspx
,Mini à griller Tendre et Plus Tapas nature x8 - 320g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1611461&use=l&cat=p&typeid=i,,2.99 €,9.34 € / kg,2.99 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-35295-Mini-a-griller-Tendre-et-Plus.aspx
,Mini à griller Tendre et Plus Tapas mixte x8 320g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1181536&use=l&cat=p&typeid=i,,2.99 €,9.34 € / kg,2.99 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-31219-Mini-a-griller-Tendre-et-Plus.aspx
,Mini à griller Tendre et Plus Tapas chorizo x8 - 320g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1589290&use=l&cat=p&typeid=i,,3.00 €,9.38 € / kg,3.00 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-31218-Mini-a-griller-Tendre-et-Plus.aspx
Saint Azay,Chorizo à griller Saint Azay x6 - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1419429&use=l&cat=p&typeid=i,,2.81 €,9.37 € / kg,2.81 €,Saucisses et Grillades,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-50763-Chorizo-a-griller-Saint-Azay.aspx
Charal,Sauce aux 3 poivres Charal 2 personnes - 120g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1619560&use=l&cat=p&typeid=i,,1.69 €,14.08 € / kg,1.69 €,Sauces,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4425-Sauce-aux-3-poivres-Charal.aspx
Charal,Sauce au Roquefort Charal 2 personnes - 120g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1618028&use=l&cat=p&typeid=i,,1.72 €,14.33 € / kg,1.72 €,Sauces,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4426-Sauce-au-Roquefort-Charal.aspx
Férial,Sauce au 3 poivres Férial 120g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1010644&use=l&cat=p&typeid=i,,1.39 €,11.58 € / kg,1.39 €,Sauces,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-54172-Sauce-au-3-poivres-Ferial.aspx
Férial,Sauce Forestière Férial 120g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1670789&use=l&cat=p&typeid=i,,1.41 €,11.75 € / kg,1.41 €,Sauces,Boucherie,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-54173-Sauce-Forestiere-Ferial.aspx
,Poulet blanc St Charmin Entier - 1.25kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1072025&use=l&cat=p&typeid=i,,6.69 €,5.35 € / kg,6.69 €,Poulets,Volailles et Gibiers,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-32391-Poulet-blanc-St-Charmin.aspx
,Poulet blanc Loue  1.250kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1607735&use=l&cat=p&typeid=i,,9.24 €,7.39 € / kg,9.24 €,Poulets,Volailles et Gibiers,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34188-Poulet-blanc-Loue-.aspx
Loué,Poulet jaune Loué Label Rouge - ,https://fd4-photos.leclercdrive.fr/image.ashx?id=1603430&use=l&cat=p&typeid=i,,9.24 €,7.39 € / kg,9.24 €,Poulets,Volailles et Gibiers,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34189-Poulet-jaune-Loue.aspx
,Poulet jaune Saint Sever Fermier label rouge - 1.3kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1615941&use=l&cat=p&typeid=i,,10.76 €,8.28 € / kg,10.76 €,Poulets,Volailles et Gibiers,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-26535-Poulet-jaune-Saint-Sever.aspx
